customer_id,name,email,phone,city,state,country,signup_date,status,segment,annual_income,credit_score
28,Customer_28,customer_28@company.com,555-8551,Los Angeles,CA,USA,2025-08-09,active,standard,35505,873
29,Customer_29,customer_29@company.com,555-3018,Los Angeles,AZ,USA,2025-03-01,active,premium,45661,613
30,Customer_30,customer_30@company.com,555-4760,Los Angeles,TX,USA,2025-01-15,active,standard,18943,633
31,Customer_31,customer_31@company.com,555-4109,New York,AZ,USA,2025-01-18,inactive,standard,57781,675
32,Customer_32,customer_32@company.com,555-7880,Los Angeles,CA,USA,2025-04-27,inactive,standard,53526,617
33,Customer_33,customer_33@company.com,555-3122,Chicago,IL,USA,2025-05-10,active,standard,63578,647
34,Customer_34,customer_34@company.com,555-4223,Chicago,IL,USA,2025-04-30,active,standard,39017,782
35,Customer_35,customer_35@company.com,555-8390,New York,IL,USA,2024-11-16,active,standard,52625,817
36,Customer_36,customer_36@company.com,555-4606,Los Angeles,CA,USA,2025-03-11,inactive,premium,26534,806
37,Customer_37,customer_37@company.com,555-6243,Chicago,IL,USA,2024-12-09,inactive,standard,62203,728
38,Customer_38,customer_38@company.com,555-2432,Los Angeles,IL,USA,2025-07-11,active,premium,32857,862
39,Customer_39,customer_39@company.com,555-1938,New York,CA,USA,2025-08-15,inactive,standard,53887,803
40,Customer_40,customer_40@company.com,555-5376,Los Angeles,NY,USA,2025-08-05,active,premium,70345,710
41,Customer_41,customer_41@company.com,555-7558,Phoenix,CA,USA,2025-07-02,inactive,standard,40099,715
42,Customer_42,customer_42@company.com,555-6216,Houston,IL,USA,2024-10-29,inactive,standard,29637,682
43,Customer_43,customer_43@company.com,555-4097,New York,TX,USA,2025-07-01,active,standard,73420,713
44,Customer_44,customer_44@company.com,555-5591,Phoenix,NY,USA,2025-06-25,active,standard,49654,553
45,Customer_45,customer_45@company.com,555-5703,Chicago,CA,USA,2024-10-14,active,premium,51935,693
46,Customer_46,customer_46@company.com,555-5754,Phoenix,IL,USA,2025-05-10,active,standard,64776,678
47,Customer_47,customer_47@company.com,555-1772,Chicago,CA,USA,2025-06-09,inactive,standard,53207,761
48,Customer_48,customer_48@company.com,555-3259,Phoenix,NY,USA,2025-07-26,active,premium,36446,591
49,Customer_49,customer_49@company.com,555-6891,Los Angeles,CA,USA,2025-01-27,active,standard,34298,723
50,Customer_50,customer_50@company.com,555-5999,Chicago,NY,USA,2024-10-03,active,premium,42020,646
51,Customer_51,customer_51@company.com,555-3367,Phoenix,IL,USA,2024-11-16,active,standard,32523,544
52,Customer_52,customer_52@company.com,555-3085,Chicago,TX,USA,2025-02-10,active,standard,32220,664
53,Customer_53,customer_53@company.com,555-8480,Chicago,IL,USA,2024-12-14,inactive,premium,20064,680
54,Customer_54,customer_54@company.com,555-2204,Los Angeles,TX,USA,2025-06-11,active,standard,38917,474
55,Customer_55,customer_55@company.com,555-6121,New York,NY,USA,2025-08-13,inactive,standard,48868,670
56,Customer_56,customer_56@company.com,555-1035,Phoenix,NY,USA,2025-02-19,active,premium,52347,775
57,Customer_57,customer_57@company.com,555-5938,Chicago,TX,USA,2025-08-05,active,standard,50805,719
58,Customer_58,customer_58@company.com,555-5865,Houston,IL,USA,2025-07-05,active,standard,34751,666
59,Customer_59,customer_59@company.com,555-3422,Phoenix,CA,USA,2025-07-19,inactive,standard,57002,847
60,Customer_60,customer_60@company.com,555-5339,Houston,TX,USA,2024-09-04,inactive,standard,11236,619
61,Customer_61,customer_61@company.com,555-3768,Phoenix,CA,USA,2025-08-01,active,standard,28635,637
62,Customer_62,customer_62@company.com,555-2300,Houston,CA,USA,2025-06-09,inactive,premium,68840,709
63,Customer_63,customer_63@company.com,555-7559,New York,NY,USA,2025-08-06,active,premium,64137,638
64,Customer_64,customer_64@company.com,555-3467,Chicago,TX,USA,2024-11-09,active,standard,47929,745
65,Customer_65,customer_65@company.com,555-8421,New York,NY,USA,2025-04-09,inactive,standard,24439,711
66,Customer_66,customer_66@company.com,555-4510,Los Angeles,AZ,USA,2025-05-22,active,standard,37407,666
67,Customer_67,customer_67@company.com,555-2591,Chicago,CA,USA,2024-10-07,active,standard,34982,850
68,Customer_68,customer_68@company.com,555-4671,Los Angeles,NY,USA,2025-06-22,active,premium,31045,895
69,Customer_69,customer_69@company.com,555-2496,Los Angeles,TX,USA,2024-09-29,inactive,standard,37251,751
70,Customer_70,customer_70@company.com,555-5615,Phoenix,IL,USA,2025-07-08,active,standard,57106,786
71,Customer_71,customer_71@company.com,555-4847,New York,AZ,USA,2025-02-12,active,premium,54340,811
72,Customer_72,customer_72@company.com,555-3535,Phoenix,TX,USA,2025-01-09,active,premium,34071,879
73,Customer_73,customer_73@company.com,555-7736,Houston,TX,USA,2025-03-09,active,premium,47854,771
74,Customer_74,customer_74@company.com,555-6757,Houston,IL,USA,2024-11-20,active,premium,57469,814
75,Customer_75,customer_75@company.com,555-4575,Phoenix,IL,USA,2025-05-18,active,standard,49002,751
76,Customer_76,customer_76@company.com,555-9617,Los Angeles,CA,USA,2024-12-22,inactive,premium,35305,776
77,Customer_77,customer_77@company.com,555-5794,Los Angeles,IL,USA,2024-09-17,inactive,standard,36951,750
78,Customer_78,customer_78@company.com,555-5793,New York,NY,USA,2024-09-07,inactive,standard,54862,791
79,Customer_79,customer_79@company.com,555-6680,Chicago,NY,USA,2024-09-01,inactive,premium,50733,766
80,Customer_80,customer_80@company.com,555-8210,Phoenix,TX,USA,2025-02-08,active,standard,99165,717
81,Customer_81,customer_81@company.com,555-3229,New York,CA,USA,2024-12-14,inactive,standard,40567,660
82,Customer_82,customer_82@company.com,555-1967,Chicago,NY,USA,2025-06-10,active,standard,39526,640
83,Customer_83,customer_83@company.com,555-4290,Houston,AZ,USA,2025-04-25,inactive,premium,34783,776
84,Customer_84,customer_84@company.com,555-4452,New York,IL,USA,2024-09-15,inactive,standard,69391,652
85,Customer_85,customer_85@company.com,555-2645,Houston,NY,USA,2025-07-26,inactive,standard,37803,734
86,Customer_86,customer_86@company.com,555-3811,Phoenix,TX,USA,2025-08-23,active,standard,74076,718
87,Customer_87,customer_87@company.com,555-2851,New York,AZ,USA,2025-05-09,active,standard,41795,596
88,Customer_88,customer_88@company.com,555-6413,Houston,NY,USA,2024-12-30,active,premium,57528,628
89,Customer_89,customer_89@company.com,555-5705,Phoenix,AZ,USA,2024-12-30,inactive,standard,64501,551
90,Customer_90,customer_90@company.com,555-7072,Los Angeles,NY,USA,2024-09-20,inactive,standard,83025,496
91,Customer_91,customer_91@company.com,555-5255,Houston,TX,USA,2025-05-25,inactive,standard,69404,765
92,Customer_92,customer_92@company.com,555-3042,New York,IL,USA,2025-07-28,inactive,standard,33949,680
93,Customer_93,customer_93@company.com,555-4350,Los Angeles,TX,USA,2025-05-10,inactive,premium,50154,732
94,Customer_94,customer_94@company.com,555-5517,Chicago,AZ,USA,2025-07-24,inactive,standard,40642,713
95,Customer_95,customer_95@company.com,555-6952,Los Angeles,NY,USA,2025-06-08,active,premium,47330,555
96,Customer_96,customer_96@company.com,555-5184,Phoenix,IL,USA,2025-01-12,active,standard,36227,646
97,Customer_97,customer_97@company.com,555-5500,Los Angeles,TX,USA,2025-06-15,active,premium,37003,743
98,Customer_98,customer_98@company.com,555-2624,Los Angeles,TX,USA,2025-08-06,inactive,premium,41291,699
99,Customer_99,customer_99@company.com,555-6778,Los Angeles,NY,USA,2025-05-02,active,standard,39526,672
100,Customer_100,customer_100@company.com,555-3502,Phoenix,AZ,USA,2024-09-23,active,standard,39420,697
101,Customer_101,customer_101@company.com,555-1614,Chicago,AZ,USA,2024-09-08,active,standard,57461,673
102,Customer_102,customer_102@company.com,555-7663,New York,CA,USA,2024-10-01,active,standard,66309,738
103,Customer_103,customer_103@company.com,555-1613,Houston,CA,USA,2024-12-28,active,standard,59855,616
104,Customer_104,customer_104@company.com,555-6526,Houston,CA,USA,2025-01-13,active,standard,68654,633
105,Customer_105,customer_105@company.com,555-5405,Los Angeles,NY,USA,2025-07-08,inactive,premium,62206,625
106,Customer_106,customer_106@company.com,555-8002,Chicago,AZ,USA,2024-12-16,active,standard,55830,721
107,Customer_107,customer_107@company.com,555-2818,Los Angeles,AZ,USA,2024-10-21,active,standard,45125,564
108,Customer_108,customer_108@company.com,555-3439,Houston,CA,USA,2024-10-12,inactive,standard,43924,646
109,Customer_109,customer_109@company.com,555-7399,Houston,TX,USA,2024-12-21,inactive,standard,35450,821
110,Customer_110,customer_110@company.com,555-1685,Houston,AZ,USA,2025-08-11,active,standard,40370,569
111,Customer_111,customer_111@company.com,555-2462,Chicago,IL,USA,2025-02-08,active,premium,35427,827
112,Customer_112,customer_112@company.com,555-5838,Houston,NY,USA,2025-05-11,active,premium,39728,636
113,Customer_113,customer_113@company.com,555-7973,New York,IL,USA,2025-05-28,active,standard,51270,672
114,Customer_114,customer_114@company.com,555-1688,Houston,IL,USA,2025-01-15,inactive,standard,19360,540
115,Customer_115,customer_115@company.com,555-8504,Los Angeles,IL,USA,2024-09-02,inactive,premium,69337,548
116,Customer_116,customer_116@company.com,555-7412,Houston,CA,USA,2024-09-17,inactive,standard,73222,688
117,Customer_117,customer_117@company.com,555-9180,Phoenix,TX,USA,2025-03-16,inactive,standard,40200,892
118,Customer_118,customer_118@company.com,555-2639,Chicago,TX,USA,2025-01-04,active,standard,44782,468
119,Customer_119,customer_119@company.com,555-2540,New York,TX,USA,2024-09-16,active,standard,55117,774
120,Customer_120,customer_120@company.com,555-4863,Chicago,IL,USA,2024-08-31,active,standard,53856,648
121,Customer_121,customer_121@company.com,555-7501,New York,IL,USA,2025-05-27,active,premium,48766,754
122,Customer_122,customer_122@company.com,555-7325,Phoenix,TX,USA,2024-12-21,inactive,standard,52834,840
123,Customer_123,customer_123@company.com,555-8640,New York,IL,USA,2024-10-18,active,premium,48943,877
124,Customer_124,customer_124@company.com,555-9450,New York,IL,USA,2025-05-27,active,standard,59376,585
125,Customer_125,customer_125@company.com,555-2375,Phoenix,IL,USA,2025-03-23,active,premium,32446,713
126,Customer_126,customer_126@company.com,555-9631,Houston,IL,USA,2024-09-17,active,standard,29446,750
127,Customer_127,customer_127@company.com,555-5259,New York,NY,USA,2024-12-29,active,standard,61379,779
128,Customer_128,customer_128@company.com,555-8703,Phoenix,IL,USA,2024-12-28,inactive,standard,52209,595
129,Customer_129,customer_129@company.com,555-2509,New York,TX,USA,2025-05-17,inactive,standard,63720,721
130,Customer_130,customer_130@company.com,555-6415,Phoenix,TX,USA,2025-04-14,active,standard,45886,854
131,Customer_131,customer_131@company.com,555-5967,Chicago,IL,USA,2025-08-08,active,premium,56638,738
132,Customer_132,customer_132@company.com,555-3985,Los Angeles,AZ,USA,2024-12-14,inactive,standard,39437,849
133,Customer_133,customer_133@company.com,555-3105,Phoenix,TX,USA,2025-02-20,inactive,standard,53565,797
134,Customer_134,customer_134@company.com,555-1343,Phoenix,IL,USA,2025-03-05,inactive,standard,42829,602
135,Customer_135,customer_135@company.com,555-3384,New York,TX,USA,2024-09-10,inactive,standard,30617,673
136,Customer_136,customer_136@company.com,555-9490,Chicago,AZ,USA,2024-08-28,active,standard,68579,748
137,Customer_137,customer_137@company.com,555-7945,Chicago,CA,USA,2025-04-12,active,standard,16450,744
138,Customer_138,customer_138@company.com,555-4689,Chicago,CA,USA,2025-07-26,inactive,standard,61981,604
139,Customer_139,customer_139@company.com,555-9716,Houston,CA,USA,2025-01-26,inactive,premium,37033,594
140,Customer_140,customer_140@company.com,555-6543,Houston,NY,USA,2025-01-20,inactive,standard,34098,692
141,Customer_141,customer_141@company.com,555-9201,Houston,CA,USA,2025-04-16,active,standard,45760,783
142,Customer_142,customer_142@company.com,555-6834,New York,NY,USA,2024-12-18,active,standard,82029,746
143,Customer_143,customer_143@company.com,555-8880,Los Angeles,AZ,USA,2025-07-12,active,premium,63390,629
144,Customer_144,customer_144@company.com,555-8312,Phoenix,IL,USA,2024-09-25,active,premium,60025,744
145,Customer_145,customer_145@company.com,555-5198,New York,CA,USA,2024-12-09,active,standard,22187,741
146,Customer_146,customer_146@company.com,555-1673,Phoenix,AZ,USA,2025-02-28,active,standard,54548,643
147,Customer_147,customer_147@company.com,555-1637,Los Angeles,IL,USA,2025-07-30,active,standard,29459,515
148,Customer_148,customer_148@company.com,555-8512,New York,CA,USA,2025-07-06,active,premium,37552,625
149,Customer_149,customer_149@company.com,555-6879,Los Angeles,IL,USA,2025-08-05,active,standard,43395,609
150,Customer_150,customer_150@company.com,555-6822,Chicago,NY,USA,2025-02-26,active,premium,63167,609
151,Customer_151,customer_151@company.com,555-4497,Los Angeles,AZ,USA,2025-02-27,active,premium,56172,510
152,Customer_152,customer_152@company.com,555-5644,Houston,AZ,USA,2025-03-01,inactive,standard,41483,714
153,Customer_153,customer_153@company.com,555-9277,Houston,NY,USA,2025-03-23,active,standard,53155,489
154,Customer_154,customer_154@company.com,555-6185,Los Angeles,AZ,USA,2025-06-01,inactive,premium,42718,692
155,Customer_155,customer_155@company.com,555-4783,Phoenix,CA,USA,2024-09-04,inactive,standard,71814,811
156,Customer_156,customer_156@company.com,555-9616,Houston,IL,USA,2025-07-15,active,standard,28755,670
157,Customer_157,customer_157@company.com,555-1180,New York,TX,USA,2024-12-10,inactive,standard,46672,668
158,Customer_158,customer_158@company.com,555-8092,Chicago,AZ,USA,2024-08-25,active,standard,57587,873
159,Customer_159,customer_159@company.com,555-7978,Chicago,IL,USA,2025-03-03,active,premium,56288,608
160,Customer_160,customer_160@company.com,555-2642,Los Angeles,NY,USA,2025-04-16,active,premium,64396,732
161,Customer_161,customer_161@company.com,555-8378,Phoenix,CA,USA,2024-09-17,inactive,standard,39824,765
162,Customer_162,customer_162@company.com,555-5244,New York,TX,USA,2025-04-01,active,premium,27149,580
163,Customer_163,customer_163@company.com,555-2073,Chicago,CA,USA,2024-09-22,active,standard,65590,855
164,Customer_164,customer_164@company.com,555-3878,Los Angeles,IL,USA,2025-05-28,inactive,standard,42394,775
165,Customer_165,customer_165@company.com,555-5411,Houston,IL,USA,2025-06-07,active,standard,75647,830
166,Customer_166,customer_166@company.com,555-6736,Los Angeles,TX,USA,2025-03-14,inactive,standard,42834,858
167,Customer_167,customer_167@company.com,555-2833,Phoenix,IL,USA,2024-09-09,active,premium,45713,722
168,Customer_168,customer_168@company.com,555-6097,Los Angeles,CA,USA,2024-11-24,inactive,premium,88355,651
169,Customer_169,customer_169@company.com,555-9587,Los Angeles,AZ,USA,2024-08-29,active,standard,49413,699
170,Customer_170,customer_170@company.com,555-9112,Los Angeles,AZ,USA,2024-09-22,inactive,standard,60371,613
171,Customer_171,customer_171@company.com,555-9571,Los Angeles,TX,USA,2025-06-07,active,premium,50226,750
172,Customer_172,customer_172@company.com,555-8479,Phoenix,IL,USA,2024-11-18,active,standard,55183,774
173,Customer_173,customer_173@company.com,555-1289,Phoenix,TX,USA,2024-12-29,active,standard,38444,743
174,Customer_174,customer_174@company.com,555-4171,Phoenix,NY,USA,2025-01-02,active,standard,54702,810
175,Customer_175,customer_175@company.com,555-5098,Chicago,NY,USA,2024-11-17,inactive,standard,65310,679
176,Customer_176,customer_176@company.com,555-8345,Phoenix,IL,USA,2025-04-14,active,premium,28844,866
177,Customer_177,customer_177@company.com,555-1945,Chicago,IL,USA,2025-01-12,inactive,standard,34274,652
178,Customer_178,customer_178@company.com,555-7131,Los Angeles,AZ,USA,2025-03-05,active,standard,46600,658
179,Customer_179,customer_179@company.com,555-9579,Houston,NY,USA,2025-04-22,inactive,standard,62383,774
180,Customer_180,customer_180@company.com,555-7088,Los Angeles,IL,USA,2024-09-15,active,standard,54988,792
181,Customer_181,customer_181@company.com,555-1720,Los Angeles,TX,USA,2025-06-23,active,standard,70798,657
182,Customer_182,customer_182@company.com,555-9610,Chicago,CA,USA,2025-03-29,inactive,standard,26031,708
183,Customer_183,customer_183@company.com,555-8793,Los Angeles,IL,USA,2024-12-27,active,standard,61486,554
184,Customer_184,customer_184@company.com,555-4172,Phoenix,IL,USA,2024-09-12,inactive,standard,39970,731
185,Customer_185,customer_185@company.com,555-5903,New York,CA,USA,2025-04-05,active,standard,28077,494
186,Customer_186,customer_186@company.com,555-7650,Phoenix,TX,USA,2025-03-15,active,standard,57029,603
187,Customer_187,customer_187@company.com,555-5893,Los Angeles,IL,USA,2024-08-27,active,premium,61419,692
188,Customer_188,customer_188@company.com,555-4586,Chicago,TX,USA,2025-04-24,active,premium,65366,751
189,Customer_189,customer_189@company.com,555-7887,Chicago,NY,USA,2025-06-05,inactive,premium,52154,824
190,Customer_190,customer_190@company.com,555-5360,Phoenix,NY,USA,2025-01-08,inactive,standard,54084,708
191,Customer_191,customer_191@company.com,555-2670,Houston,NY,USA,2024-11-25,active,standard,71573,740
192,Customer_192,customer_192@company.com,555-6520,Chicago,CA,USA,2025-07-18,active,standard,78484,653
193,Customer_193,customer_193@company.com,555-2988,Los Angeles,AZ,USA,2025-02-24,active,standard,76932,760
194,Customer_194,customer_194@company.com,555-1262,Chicago,CA,USA,2024-11-10,active,standard,50379,816
195,Customer_195,customer_195@company.com,555-7288,Chicago,NY,USA,2024-12-08,active,standard,39991,546
196,Customer_196,customer_196@company.com,555-1448,Houston,TX,USA,2025-07-15,active,standard,63423,568
197,Customer_197,customer_197@company.com,555-8757,Houston,CA,USA,2025-03-20,active,standard,42796,722
198,Customer_198,customer_198@company.com,555-5147,Phoenix,IL,USA,2024-11-11,inactive,standard,49032,550
199,Customer_199,customer_199@company.com,555-4438,Los Angeles,AZ,USA,2025-07-30,active,premium,33781,616
200,Customer_200,customer_200@company.com,555-9898,New York,AZ,USA,2025-07-05,inactive,standard,39750,785
201,Customer_201,customer_201@company.com,555-4737,Chicago,TX,USA,2025-06-09,active,standard,47518,761
202,Customer_202,customer_202@company.com,555-7842,Houston,TX,USA,2025-07-31,active,premium,38767,711
203,Customer_203,customer_203@company.com,555-8249,Los Angeles,AZ,USA,2024-10-22,inactive,premium,36479,645
204,Customer_204,customer_204@company.com,555-1844,New York,NY,USA,2025-05-30,active,standard,69463,834
205,Customer_205,customer_205@company.com,555-5675,New York,NY,USA,2025-03-17,active,standard,68763,720
206,Customer_206,customer_206@company.com,555-1531,New York,AZ,USA,2024-10-08,active,premium,49121,680
207,Customer_207,customer_207@company.com,555-7967,New York,CA,USA,2025-02-01,inactive,standard,70059,796
208,Customer_208,customer_208@company.com,555-1895,Houston,IL,USA,2024-12-04,active,standard,45603,927
209,Customer_209,customer_209@company.com,555-6422,Los Angeles,NY,USA,2025-03-29,active,standard,44748,551
210,Customer_210,customer_210@company.com,555-9481,Los Angeles,NY,USA,2024-12-22,active,premium,49494,724
211,Customer_211,customer_211@company.com,555-2840,Chicago,AZ,USA,2025-07-11,inactive,standard,57008,512
212,Customer_212,customer_212@company.com,555-7370,Chicago,IL,USA,2024-10-21,inactive,premium,51374,779
213,Customer_213,customer_213@company.com,555-5451,Los Angeles,AZ,USA,2025-08-07,active,premium,34801,694
214,Customer_214,customer_214@company.com,555-7555,Los Angeles,AZ,USA,2025-08-05,inactive,standard,33216,584
215,Customer_215,customer_215@company.com,555-7526,Chicago,NY,USA,2024-10-27,active,standard,65892,646
216,Customer_216,customer_216@company.com,555-1206,Houston,AZ,USA,2025-01-14,active,premium,47011,497
217,Customer_217,customer_217@company.com,555-2253,Phoenix,CA,USA,2024-12-09,inactive,standard,29405,784
218,Customer_218,customer_218@company.com,555-4527,Houston,NY,USA,2024-08-31,active,standard,46509,591
219,Customer_219,customer_219@company.com,555-1245,Phoenix,AZ,USA,2025-02-19,active,standard,51540,529
220,Customer_220,customer_220@company.com,555-7632,Phoenix,IL,USA,2024-09-10,active,standard,42717,663
221,Customer_221,customer_221@company.com,555-5241,New York,IL,USA,2025-06-07,active,standard,46121,852
222,Customer_222,customer_222@company.com,555-8487,Los Angeles,TX,USA,2025-06-10,inactive,premium,41443,698
223,Customer_223,customer_223@company.com,555-8748,Houston,CA,USA,2025-03-18,active,standard,14250,766
224,Customer_224,customer_224@company.com,555-9378,Chicago,AZ,USA,2025-02-01,active,premium,51914,819
225,Customer_225,customer_225@company.com,555-1287,Phoenix,CA,USA,2025-03-06,active,standard,15018,720
226,Customer_226,customer_226@company.com,555-8223,Los Angeles,CA,USA,2025-01-06,active,standard,49092,501
227,Customer_227,customer_227@company.com,555-8115,Los Angeles,CA,USA,2025-03-16,active,standard,49365,786
228,Customer_228,customer_228@company.com,555-9315,New York,CA,USA,2025-05-02,inactive,standard,38475,498
229,Customer_229,customer_229@company.com,555-4933,Chicago,CA,USA,2024-10-20,active,premium,27187,492
230,Customer_230,customer_230@company.com,555-6506,Phoenix,AZ,USA,2025-06-24,active,standard,31823,755
231,Customer_231,customer_231@company.com,555-5653,Chicago,IL,USA,2024-09-02,active,premium,49407,616
232,Customer_232,customer_232@company.com,555-5945,Phoenix,TX,USA,2024-12-16,inactive,standard,47953,611
233,Customer_233,customer_233@company.com,555-7389,New York,IL,USA,2025-03-30,active,standard,62961,549
234,Customer_234,customer_234@company.com,555-3960,Los Angeles,NY,USA,2024-12-17,inactive,premium,52878,614
235,Customer_235,customer_235@company.com,555-4354,New York,TX,USA,2025-05-08,active,standard,48492,459
236,Customer_236,customer_236@company.com,555-6257,Phoenix,TX,USA,2025-03-30,active,standard,69420,592
237,Customer_237,customer_237@company.com,555-1367,Chicago,IL,USA,2025-05-15,active,premium,53653,584
238,Customer_238,customer_238@company.com,555-8873,Chicago,CA,USA,2024-10-12,inactive,standard,71474,701
239,Customer_239,customer_239@company.com,555-2607,Los Angeles,CA,USA,2025-07-13,active,standard,14717,908
240,Customer_240,customer_240@company.com,555-4401,Houston,TX,USA,2024-09-05,active,standard,37545,657
241,Customer_241,customer_241@company.com,555-1659,Houston,IL,USA,2025-05-02,active,standard,36432,807
242,Customer_242,customer_242@company.com,555-5586,Phoenix,NY,USA,2024-10-23,active,standard,49251,820
243,Customer_243,customer_243@company.com,555-5745,Chicago,IL,USA,2024-10-22,inactive,standard,39493,572
244,Customer_244,customer_244@company.com,555-1254,Phoenix,NY,USA,2024-11-17,active,standard,74872,555
245,Customer_245,customer_245@company.com,555-6684,New York,NY,USA,2025-05-20,active,standard,58240,937
246,Customer_246,customer_246@company.com,555-7056,Phoenix,TX,USA,2024-10-22,inactive,standard,43397,698
247,Customer_247,customer_247@company.com,555-9325,New York,TX,USA,2024-11-10,inactive,standard,61593,499
248,Customer_248,customer_248@company.com,555-1084,New York,CA,USA,2024-08-30,active,standard,70273,685
249,Customer_249,customer_249@company.com,555-6859,Chicago,NY,USA,2024-11-23,inactive,standard,58155,483
250,Customer_250,customer_250@company.com,555-9365,Chicago,IL,USA,2024-11-24,active,standard,71446,772
251,Customer_251,customer_251@company.com,555-4757,Houston,AZ,USA,2024-10-19,inactive,standard,27305,364
252,Customer_252,customer_252@company.com,555-1868,New York,TX,USA,2024-12-18,inactive,premium,32966,775
253,Customer_253,customer_253@company.com,555-8977,Houston,IL,USA,2024-09-25,inactive,standard,27704,493
254,Customer_254,customer_254@company.com,555-8365,Los Angeles,NY,USA,2025-01-08,active,standard,60732,617
255,Customer_255,customer_255@company.com,555-5518,Phoenix,TX,USA,2024-09-26,active,standard,65458,699
256,Customer_256,customer_256@company.com,555-7198,New York,AZ,USA,2024-12-08,inactive,standard,28431,769
257,Customer_257,customer_257@company.com,555-1647,Chicago,CA,USA,2024-11-07,active,premium,54299,645
258,Customer_258,customer_258@company.com,555-8576,Phoenix,CA,USA,2024-12-30,inactive,premium,35575,793
259,Customer_259,customer_259@company.com,555-4804,Los Angeles,IL,USA,2025-07-01,inactive,standard,32769,765
260,Customer_260,customer_260@company.com,555-8014,Phoenix,NY,USA,2025-05-26,inactive,premium,41647,511
261,Customer_261,customer_261@company.com,555-3511,New York,CA,USA,2024-12-12,active,standard,55367,696
262,Customer_262,customer_262@company.com,555-4309,Houston,TX,USA,2025-01-10,active,standard,43968,781
263,Customer_263,customer_263@company.com,555-4591,Houston,IL,USA,2024-11-16,inactive,standard,36968,611
264,Customer_264,customer_264@company.com,555-1773,Phoenix,IL,USA,2025-08-22,active,standard,40440,578
265,Customer_265,customer_265@company.com,555-8079,Houston,IL,USA,2025-08-21,active,standard,37842,731
266,Customer_266,customer_266@company.com,555-1055,New York,TX,USA,2025-05-30,active,premium,61884,510
267,Customer_267,customer_267@company.com,555-6895,New York,NY,USA,2024-10-27,active,premium,50484,929
268,Customer_268,customer_268@company.com,555-7092,Houston,NY,USA,2025-04-08,active,standard,54261,789
269,Customer_269,customer_269@company.com,555-6728,Phoenix,IL,USA,2024-09-12,active,standard,66240,726
270,Customer_270,customer_270@company.com,555-2298,Los Angeles,TX,USA,2025-01-19,active,premium,16112,766
271,Customer_271,customer_271@company.com,555-8149,Phoenix,TX,USA,2025-07-14,active,premium,44078,603
272,Customer_272,customer_272@company.com,555-7020,Los Angeles,NY,USA,2025-02-17,inactive,standard,46520,695
